run_type,param2,param3,weights,model_setting,model,mae_raw,mae_weighted,crps_raw,crps_weighted,mae_improvement_pct,crps_improvement_pct
calibration,0.1,0.8,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,6.300916708960372,2.6752354844264814,2.574082527602015,3.0991778875359137,3.2251329962181114
calibration,0.1,0.9,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,6.294474539858601,2.6752354844264814,2.5700919110199423,3.182839111456457,3.3515129726579973
calibration,0.1,1.0,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,6.288649552459956,2.6752354844264814,2.5664533156294698,3.2584664326030373,3.466810449359586
calibration,0.1,1.25,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,6.275437469192315,2.6752354844264814,2.5585441367791075,3.430599429674074,3.7174719011581536
calibration,0.1,1.5,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,6.264601227424549,2.6752354844264814,2.551949209463218,3.571402892668877,3.926400761013425
calibration,0.1,2.0,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,6.2480955563614105,2.6752354844264814,2.541471033470037,3.7842112922523357,4.257923383276275
calibration,0.1,3.0,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,6.225367741979276,2.6752354844264814,2.52719258297258,4.077210266692947,4.709054092165984
calibration,0.1,4.0,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,6.211222891955844,2.6752354844264814,2.5183347464555172,4.258577302542186,4.988537715795156
calibration,0.1,5.0,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,6.20220269029353,2.6752354844264814,2.512789000845365,4.373909350852955,5.16311093006044
calibration,0.1,6.0,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,6.1961576494124255,2.6752354844264814,2.509378786796208,4.45097245224392,5.2701466682842355
calibration,0.25,0.0,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,6.197672463892607,2.6752354844264814,2.5242104673346524,4.5612177437645975,4.921196000182201
calibration,0.25,0.05,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,6.157859669157622,2.6752354844264814,2.5010554889817276,5.06342125656948,5.631837190437655
calibration,0.25,0.1,kernel,_hist_insample_None_False_None,MULTI_prediction,6.538108108417391,6.120314206022399,2.6752354844264814,2.4798212826666717,5.535326595409789,6.285983758604218
