AGENT,MODEL,RISK,SCENARIO,DATA,file,SCP,p,lambda,threshold,weights,PROFIT,STD-,RTP,TOPK,SORTINO,static_profit,static_std_minus,static_rtp,static_topk,static_sortino
SELLER,BANDS,RISK SEEKING,---,---,test_trading_strategy_measures______None_____benchmark_prediction_True_bands_risk_seeking.csv,0.05,0.25,2.0,iqr,kernel,1095841.0422153224,15.406075538254802,0.4649675336791426,0.1400411124255549,71130.44717288586,1094260.820043335,15.352396596222954,0.4627448093956207,0.1390285736920719,71276.22148014001
SELLER,BANDS,RISK SEEKING,---,HIST,test_trading_strategy_measures__hist_insample_None_False_None_MULTI_prediction_True_bands_risk_seeking.csv,0.05,3.75,2.0,3sigma,kernel,1113162.5493925852,16.087281427241976,0.4893317878407454,0.1406619739165448,69195.19338473008,1115567.6567600614,16.169342701431752,0.4927147871714303,0.1411419506858552,68992.76472514129
SELLER,BANDS,RISK SEEKING,---,WEATHER,test_trading_strategy_measures__weather_scenarios_None_False_None_MULTI_prediction_True_bands_risk_seeking.csv,0.05,1.25,0.9,3sigma,kernel,1119612.0673888377,16.142241958084075,0.4984036136392991,0.1379689691417464,69359.14294285084,1119425.5598691816,16.16216961988142,0.4981412740769592,0.1381224214054347,69262.08462087621
SELLER,BANDS,RISK SEEKING,SVS,HIST,test_trading_strategy_measures__hist_insample_None_True_dual_coeff_MULTI_prediction_True_bands_risk_seeking.csv,0.05,0.25,5.0,iqr,kernel,1099471.689229522,15.536844424873896,0.4700743644947163,0.1397390236453091,70765.44368747812,1099937.8027133236,15.70726885559621,0.4707299949356052,0.1410907716456013,70027.31110198295
SELLER,BANDS,RISK SEEKING,SVS,WEATHER,test_trading_strategy_measures__weather_scenarios_None_True_dual_coeff_MULTI_prediction_True_bands_risk_seeking.csv,0.05,1.25,0.9,5_95_IPR,kernel,1119618.6450001705,16.12431019441761,0.4984128656398697,0.1386190859648281,69436.68482561152,1117545.9575607404,16.06647973533577,0.4954974447671339,0.1387145878077518,69557.61162184575
SELLER,MEDIAN,RISK SEEKING,---,---,test_trading_strategy_measures______None_____benchmark_prediction_True_median_risk_seeking.csv,,3.75,0.9,3sigma,kernel,1117901.619905301,16.667545525087444,0.4959977157695302,0.1463719079458032,67070.56046270712,1126817.4016301252,16.823749290839395,0.5085385628084147,0.1466796393142638,66977.78135838498
SELLER,MEDIAN,RISK SEEKING,---,HIST,test_trading_strategy_measures__hist_insample_None_False_None_MULTI_prediction_True_median_risk_seeking.csv,,1.75,0.35,iqr,kernel,1133712.1874109206,16.917327024122404,0.5182366977012959,0.1442277159566638,67014.8532208641,1138229.8621426984,16.948829301457433,0.5245912125976074,0.1456118062772701,67156.84262893732
SELLER,MEDIAN,RISK SEEKING,---,WEATHER,test_trading_strategy_measures__weather_scenarios_None_False_None_MULTI_prediction_True_median_risk_seeking.csv,,1.25,0.05,5_95_IPR,kernel,1136673.7838283544,17.029355506172895,0.5224024488163701,0.1430074689928693,66747.9038426514,1137386.528685926,17.01573124598074,0.5234049884155249,0.1433710764788419,66843.23537106796
SELLER,MEDIAN,RISK SEEKING,SVS,HIST,test_trading_strategy_measures__hist_insample_None_True_dual_coeff_MULTI_prediction_True_median_risk_seeking.csv,,2.0,0.9,5_95_IPR,kernel,1121509.7235119944,16.725874086316246,0.501072837259551,0.1454777472403175,67052.3834942368,1135384.5504576007,16.963541098802292,0.5205890263931819,0.1464581858615277,66930.86920028533
SELLER,MEDIAN,RISK SEEKING,SVS,WEATHER,test_trading_strategy_measures__weather_scenarios_None_True_dual_coeff_MULTI_prediction_True_median_risk_seeking.csv,,1.25,0.05,5_95_IPR,kernel,1137772.5275003952,17.082133367211107,0.5239479303850406,0.1438760140617955,66605.99721603462,1138026.880541257,17.075189035562474,0.5243057007609625,0.1439159264572397,66647.98135886462
