,param1,param2,param3,threshold,weights,model_setting,model,MDD,avg D,std_minus,std,win_rate,profit,hhi,gini,topk,rtp,no_action_perc,profit_per_action,crystal_profit,noncrystal_profit,crystal_std_minus,noncrystal_std_minus,Sortino_ratio
4180,0.7000000000000001,3.0,0.35,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,729.5941203015245,54.465793105889354,7.330497101398472,11.631137329555385,0.60433836996337,33586.110861447225,0.002152637395176478,0.5017602995925212,0.5096073639223738,0.10861090442211781,0.0,1.9222819861176297,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4581.696220170369
4183,0.7000000000000001,3.0,0.7,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,725.536439553618,54.51368708520023,7.341749451127537,11.631190643783928,0.605139652014652,33610.25770569487,0.002149646829800189,0.49874433641291943,0.50599632816212,0.10868899058706545,0.0,1.923664017038397,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4577.9630494654175
4192,0.7000000000000001,3.0,5.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,776.9930966065422,54.36812186906863,7.365710551782521,11.61734437188547,0.6067422161172161,33711.16974810142,0.002132189529083936,0.49602850434892504,0.5014223527997395,0.10901532036779155,0.0,1.9294396604911528,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4576.770905007016
3985,0.6500000000000001,1.25,0.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,862.9101974677178,59.31155116036171,7.354011926000044,11.739564051490806,0.6089171245421245,33634.7389347536,0.002185718668669816,0.4983067528808845,0.5089461742491572,0.10876815808700024,0.0,1.9250651862839745,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4573.6584701254405
11086,0.55,1.25,0.0,5_95_IPR,kernel,_weather_scenarios_None_False_None,MULTI_prediction,920.2901520800297,54.22183636049961,7.044322710019311,11.25338313392572,0.6062843406593407,32166.27055503578,0.0021957253506728956,0.5000633926905124,0.5135765352083642,0.1040194189580673,0.0,1.8410182323166082,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4566.268735713216
10837,0.45,1.25,0.05,5_95_IPR,kernel,_weather_scenarios_None_False_None,MULTI_prediction,910.3425986203129,55.18042893327848,7.103735950388834,11.426098178324791,0.6089743589743589,32435.449520283393,0.0022254311442929087,0.5000784757389829,0.5115624934876213,0.10488989101086196,0.0,1.8564245375620074,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4565.970602906206
10708,0.4,1.25,0.0,5_95_IPR,kernel,_weather_scenarios_None_False_None,MULTI_prediction,977.0417205255217,57.566957401010754,7.151894610944437,11.513390950807757,0.6079441391941391,32654.15958498714,0.0022292958588029555,0.49933562349336813,0.5106006535363121,0.10559715652402862,0.0,1.8689422839392824,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4565.805476917539
4204,0.7000000000000001,3.75,0.7,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,756.7684576189095,55.12435052561428,7.350659209109596,11.571313350693716,0.6092605311355311,33561.50124488115,0.002134180272236626,0.4930416471575229,0.49792093567174617,0.10853132174212994,0.0,1.920873468685963,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4565.781148347719
4495,0.8500000000000001,1.25,0.35,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,747.4905599967788,55.797448339533084,6.790777251892214,11.053176103918366,0.5726304945054945,30995.56902922663,0.002279098944702676,0.5355535734338531,0.5614316859700906,0.10023359951469617,0.0,1.774013795170938,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4564.362499239668
4207,0.7000000000000001,3.75,0.9,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,759.0582207941625,55.11573561281283,7.353254894437705,11.561094397806704,0.6098328754578755,33535.93079863894,0.002133676342498486,0.4922090551269594,0.4969516288218119,0.10844863192715554,0.0,1.9194099587133093,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4560.692003755623
10960,0.5,1.25,0.0,5_95_IPR,kernel,_weather_scenarios_None_False_None,MULTI_prediction,909.0323094797623,54.097898737271045,7.110001680395148,11.361107897970639,0.6120077838827839,32424.49863980463,0.002202284584744689,0.4994690688765018,0.5103345282072694,0.10485447800820966,0.0,1.8557977701353383,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4560.406607105415
4567,0.8500000000000001,3.0,2.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,723.522431933885,54.0153169935932,6.954525274445742,11.08249394421941,0.5733745421245421,31711.043753067683,0.0021912449356448972,0.5173389950196291,0.5361998696064734,0.10254730464024976,0.0,1.8149635847680679,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4559.771156428067
4114,0.7000000000000001,1.25,0.05,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,906.3482642684485,59.139192425851284,7.2256475307786445,11.527715991560644,0.6061126373626373,32921.073815680684,0.0021995387958061736,0.5059062024428159,0.5167049158505752,0.10646030486884148,0.0,1.8842189683883175,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4556.141671102669
4201,0.7000000000000001,3.75,0.35,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,751.6923085670714,54.430857105391645,7.348957229645484,11.59829871456218,0.6069139194139194,33472.40733872952,0.0021550017001896217,0.4958464790009627,0.5021158899394506,0.1082432094993774,0.0,1.915774229551827,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4554.715219147389
10711,0.4,1.25,0.05,5_95_IPR,kernel,_weather_scenarios_None_False_None,MULTI_prediction,970.2962450538453,57.31708339749063,7.187178359612851,11.565274027338218,0.6066277472527473,32716.951546222306,0.002240511304169252,0.5003836409755373,0.5123869223816552,0.10580021342836399,0.0,1.8725361461894634,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4552.127400938003
10963,0.5,1.25,0.05,5_95_IPR,kernel,_weather_scenarios_None_False_None,MULTI_prediction,900.9444776804976,53.77156378134514,7.139637038385394,11.414498106898964,0.6100618131868132,32496.79824862534,0.002212868871857343,0.5005926454052407,0.512421971902773,0.10508828078268916,0.0,1.859935797196963,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4551.603684320398
3853,0.6000000000000001,0.25,2.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,918.0905402855551,58.36403124556595,7.4766105991120595,11.787499354066446,0.6221382783882784,34015.54214882288,0.0021553586197341707,0.4892142085178972,0.49536951338476154,0.10999960109799767,0.0,1.9468602420342767,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4549.59392332973
4570,0.8500000000000001,3.0,5.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,737.0720605263323,55.63680058996226,6.9531211101384285,11.067559670662972,0.573889652014652,31632.821457252903,0.0021960360559700686,0.5155325280057907,0.5339106099988018,0.10229434905603624,0.0,1.8104865760790352,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4549.442035624651
3856,0.6000000000000001,0.25,5.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,918.0905402855551,58.24661302564147,7.4780873631228335,11.787980978720007,0.6219093406593407,34009.66059201447,0.0021562558896050677,0.4890568867888794,0.4952912838455368,0.1099805812952284,0.0,1.9465236144696927,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4547.90896930791
11089,0.55,1.25,0.05,5_95_IPR,kernel,_weather_scenarios_None_False_None,MULTI_prediction,908.2530537141265,53.961833062955925,7.075723735087043,11.312681891361997,0.6039949633699634,32177.93019018181,0.002216756074962868,0.5019084903758056,0.516598517315728,0.10405712393449837,0.0,1.841685564914252,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4547.652140602684
3991,0.6500000000000001,1.25,0.35,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,803.327962456975,55.89651904429664,7.38317914871988,11.87605088424756,0.6025641025641025,33574.49578942029,0.0022433228427230748,0.5053147804336667,0.5186734175599728,0.10857334355408585,0.0,1.9216172040648059,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4547.430735883138
4111,0.7000000000000001,1.25,0.0,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,906.404518364423,59.19435169669781,7.2353590546118935,11.52472170964589,0.6069711538461539,32897.994414474284,0.002201431364388773,0.5044158405047453,0.5149205402196194,0.10638567060562212,0.0,1.8828980319639586,309233.32275104104,-309233.32275104104,0.0,27.063167108527637,4546.8364688141855
