,param1,param2,param3,threshold,weights,model_setting,model,MDD,avg D,std_minus,std,win_rate,profit,hhi,gini,topk,rtp,no_action_perc,profit_per_action,crystal_profit,noncrystal_profit,crystal_std_minus,noncrystal_std_minus,Sortino_ratio
1274,,3,1.25,5_95_IPR,kernel,_hist_insample_None_True_dual_coeff,MULTI_prediction,1700.000248543627,24.929556221784523,14.584661332930175,18.90777747121584,0.96875,645961.2485533775,7.220404806923035e-05,0.19959203988970636,0.19809559570096674,0.5226512999085665,0.0,36.97122530639752,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,44290.45240117336
762,,1.75,0.8,5_95_IPR,kernel,_hist_insample_None_True_dual_coeff,MULTI_prediction,1647.650637975079,23.479219681774847,14.596076105451525,18.955975144092513,0.9677770146520146,646458.9941515919,7.225730253684198e-05,0.20017957114853416,0.1987440060005115,0.5242609116858044,0.0,36.99971349310851,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,44289.91665165026
1058,,2.5,0.7,5_95_IPR,kernel,_hist_insample_None_True_dual_coeff,MULTI_prediction,1663.8721414903412,24.13373046406863,14.58903806322472,18.947174288520415,0.9686355311355311,646120.1133607187,7.225910423971777e-05,0.199898546930391,0.19853872753329826,0.523165037580587,0.0,36.98031784344773,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,44288.05453523521
1562,,3.75,0.8,5_95_IPR,kernel,_hist_insample_None_True_dual_coeff,MULTI_prediction,1752.3452585954801,23.74916941853835,14.597666920950285,18.945524489468646,0.9684065934065934,646484.4492039338,7.223956081769976e-05,0.19934174402202653,0.19847583701742613,0.524343228339506,0.0,37.0011703985768,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,44286.83382795315
738,,1.75,0.45,5_95_IPR,kernel,_hist_insample_None_True_dual_coeff,MULTI_prediction,1780.3417964204564,24.554392348898,14.593394738077782,18.957227763186058,0.9680631868131868,646282.2260716753,7.22675082181084e-05,0.20052885096993314,0.19877510557733932,0.5236892783367719,0.0,36.989596272417316,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,44285.94152842072
1486,,3.5,3,5_95_IPR,kernel,_hist_insample_None_True_dual_coeff,MULTI_prediction,1814.267644981388,23.41564287553978,14.608287181368368,18.934503456497946,0.9686355311355311,646931.3139386048,7.22014100802738e-05,0.1995887589549796,0.19796737469867484,0.5257883013694612,0.0,37.02674644795128,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,44285.22700208898
1270,,3,1.0,5_95_IPR,kernel,_hist_insample_None_True_dual_coeff,MULTI_prediction,1702.9609393898863,25.02841846150981,14.58873535240274,18.943596361966435,0.9688072344322345,646039.413618626,7.225718276713279e-05,0.20042516181618,0.19855584009007207,0.5229040704203377,0.0,36.97569903952758,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,44283.44184831788
950,,2.25,0.6,5_95_IPR,kernel,_hist_insample_None_True_dual_coeff,MULTI_prediction,1692.9291308335378,23.72552850851141,14.594546390972546,18.95291946741822,0.9683493589743589,646275.4093721106,7.226099302540835e-05,0.19989882897703637,0.198555336142941,0.5236672344654839,0.0,36.989206122488014,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,44281.97986145456
946,,2.25,0.55,5_95_IPR,kernel,_hist_insample_None_True_dual_coeff,MULTI_prediction,1715.6817193135503,24.12477708467388,14.599223186816081,18.981642571403334,0.9682348901098901,646478.8555222704,7.22970880931314e-05,0.1998757974183764,0.1987514771178297,0.5243251394685731,0.0,37.000850247382694,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,44281.729736557296
774,,1.75,1.25,5_95_IPR,kernel,_hist_insample_None_True_dual_coeff,MULTI_prediction,1630.8362042988883,23.6025890195807,14.601974413265443,19.014546119451325,0.9683493589743589,646566.4996365837,7.234525631694559e-05,0.20053252442617073,0.19880646819186054,0.5246085633684736,0.0,37.005866508504106,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,44279.388618103454
853,,2,0.65,iqr,kernel,_hist_insample_None_True_dual_coeff,MULTI_prediction,1825.5042612410034,24.23992274898954,14.64475007975121,19.0737698303004,0.9683493589743589,648403.485883969,7.235350001856432e-05,0.2001899518042585,0.19896777706301608,0.5305490171043221,0.0,37.11100537339566,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,44275.490011980066
638,,1.5,0.45,5_95_IPR,kernel,_hist_insample_None_True_dual_coeff,MULTI_prediction,1796.04876121931,24.331741291526658,14.61115447241713,19.0287963163323,0.9674908424908425,646902.0554712239,7.23522182491888e-05,0.2004285284598646,0.19917311242359423,0.5256936852164522,0.0,37.025071856182684,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,44274.53400020119
1064,,2.5,0.9,3sigma,kernel,_hist_insample_None_True_dual_coeff,MULTI_prediction,1672.6336721191183,24.576627167836033,14.582940395410711,18.96088362461554,0.9682921245421245,645502.9877532242,7.230963814577436e-05,0.20037956840609952,0.19883030250708178,0.5211693742348507,0.0,36.94499700968545,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,44264.25468737194
854,,2,0.65,5_95_IPR,kernel,_hist_insample_None_True_dual_coeff,MULTI_prediction,1723.77068707312,23.848066098297654,14.597048156491603,18.9420161330146,0.9682348901098901,646096.7162189011,7.225201236277772e-05,0.2001982437373985,0.1984758703417881,0.5230893758064629,0.0,36.97897872131989,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,44262.14870926276
650,,1.5,0.6,5_95_IPR,kernel,_hist_insample_None_True_dual_coeff,MULTI_prediction,1839.2226249611122,23.902656234897197,14.633371522980577,19.053323726661453,0.9676625457875457,647670.132708513,7.235528810548425e-05,0.2006494578523059,0.1992977304410535,0.5281774965678809,0.0,37.069032320771115,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,44259.80244480209
636,,1.5,0.45,3sigma,kernel,_hist_insample_None_True_dual_coeff,MULTI_prediction,1684.0993789160857,24.64741205810251,14.600950774464396,18.98933503086405,0.9680059523809523,646143.4199395343,7.232495492656575e-05,0.20073866408784524,0.19889970761644643,0.5232404064916998,0.0,36.981651782253564,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,44253.516768892514
