,param1,param2,param3,threshold,weights,model_setting,model,MDD,avg D,std_minus,std,win_rate,profit,hhi,gini,topk,rtp,no_action_perc,profit_per_action,crystal_profit,noncrystal_profit,crystal_std_minus,noncrystal_std_minus,Sortino_ratio
4911,0.05,0.25,0.7,3sigma,kernel,_____None____,benchmark_prediction,1769.1762033466948,21.440099751947272,13.482472109521995,17.422092874105957,0.9717261904761905,639360.7686378841,7.020775734173541e-05,0.19442532405460086,0.19397142233405468,0.5013066406177328,0.0,36.59345058595948,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47421.62738733467
4977,0.05,2.0,0.9,3sigma,kernel,_____None____,benchmark_prediction,1785.1937971350271,21.45663848207531,13.486904020907241,17.487755686918266,0.971783424908425,639541.4519762781,7.029834821166294e-05,0.19437220388876808,0.1942424270985686,0.501890935145847,0.0,36.60379189424668,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47419.44118419382
5001,0.05,3.0,2.0,3sigma,kernel,_____None____,benchmark_prediction,1746.7347061070614,21.252877539120895,13.491417341232856,17.48452817762563,0.9717261904761905,639744.0147721197,7.028525803084151e-05,0.19442479786166642,0.19416105844998124,0.5025459835540831,0.0,36.6153854608585,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47418.592027163504
5023,0.05,3.75,2.0,5_95_IPR,kernel,_____None____,benchmark_prediction,1733.7561224983074,21.467616196652013,13.502445058104067,17.488845246673346,0.9721840659340659,640262.5369336572,7.027056300716991e-05,0.1942796019702046,0.1941022048250166,0.5042227826678546,0.0,36.64506278237507,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47418.266408673626
4976,0.05,2.0,0.7,iqr,kernel,_____None____,benchmark_prediction,1747.9168325439095,21.163641033456802,13.505832821396684,17.508651223981282,0.9721840659340659,640295.2796708132,7.02987701112409e-05,0.194081248435961,0.19404425509005707,0.5043286662668945,0.0,36.646936794346,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47408.796490981455
4927,0.05,1.25,0.05,5_95_IPR,kernel,_____None____,benchmark_prediction,1803.2836548374034,21.397746792893326,13.503585221128807,17.47653264938861,0.9718978937728938,640187.1062412516,7.025528177250551e-05,0.19442552449006525,0.19419440167084245,0.5039788545823086,0.0,36.64074554952218,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47408.67671494847
4966,0.05,2.0,0.0,5_95_IPR,kernel,_____None____,benchmark_prediction,1784.7412880304037,21.31018661511222,13.502150825967812,17.490781531716774,0.9719551282051282,640094.8542567003,7.02802822052242e-05,0.19435530199255674,0.19410510988245055,0.503680529732546,0.0,36.63546555956389,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47406.88076344454
4969,0.05,2.0,0.05,5_95_IPR,kernel,_____None____,benchmark_prediction,1784.7412880304037,21.421640006510568,13.501596626193592,17.487020673524576,0.9720123626373627,640043.2379481811,7.027677593151057e-05,0.19429643254200699,0.19404899313308893,0.5035136127002547,0.0,36.63251132945176,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47405.003694635176
4956,0.05,1.75,0.9,3sigma,kernel,_____None____,benchmark_prediction,1826.214295782731,21.711905191411645,13.495783086551086,17.48636967677312,0.971783424908425,639583.1138487759,7.029457588697285e-05,0.19426338600928547,0.1941786764237801,0.5020256614816997,0.0,36.60617638786492,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47391.33029532297
4932,0.05,1.25,0.7,3sigma,kernel,_____None____,benchmark_prediction,1778.8162272126647,21.684205477432133,13.49588479807344,17.47798004401592,0.9717261904761905,639587.8384034074,7.028185410706115e-05,0.1944468502641284,0.19423420793321947,0.5020409397660368,0.0,36.606446795066816,793573.3731935415,484340.0504425006,12.489489971668467,18.86725787072497,47391.32320503429
