param1,param2,param3,threshold,weights,model_setting,model,MDD,avg D,std_minus,std,win_rate,profit,hhi,gini,topk,rtp,no_action_perc,profit_per_action,Sortino_ratio
0.5,0.75,0.35,5_95_IPR,kernel,_weather_scenarios_None_False_None,MULTI_prediction,931.0282473386214,49.51051704467523,7.032489137834536,11.406287754855242,0.613610347985348,33538.950449952295,0.0020780763070746,0.5020941075108146,0.5103948147745837,0.1084583968880804,0.0,1.9195827867417752,4769.1435838150055
0.8,1.0,0.5,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,888.5891371933612,53.96424571950026,6.864128716076415,11.255236749642748,0.589114010989011,32726.412644220454,0.0021238280612985,0.527351268735813,0.5449048984741663,0.1058308087662596,0.0,1.873077646761702,4767.744603560859
0.8,1.0,0.35,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,899.2075468768671,54.00904646350215,6.860627790262006,11.23820214488626,0.5901442307692307,32698.854348308883,0.0021210516279344,0.5259905617418532,0.5429388809191588,0.1057416906347904,0.0,1.8715003633418543,4766.160670415866
0.8,1.0,0.4,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,888.5891371933612,53.93404523449824,6.8639464310547735,11.246020240330264,0.5899725274725275,32699.7843181068,0.0021238065536828,0.5265009294742349,0.5435923974470406,0.105744697974975,0.0,1.871553589635233,4763.991771579411
0.8,1.0,0.2,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,892.8259408200884,53.82010364019691,6.856485187834764,11.180473441973003,0.5915178571428571,32596.789262954502,0.002112714927698,0.5237275214369437,0.5399368247101614,0.1054116321390035,0.0,1.8656587261306377,4754.15440564065
0.4,1.0,0.4,5_95_IPR,kernel,_weather_scenarios_None_False_None,MULTI_prediction,1021.9457582202048,50.68916663313758,7.054435520723942,11.56918521608259,0.6067994505494505,33449.04196250397,0.0021474005441659,0.5063403979408355,0.5183241596855049,0.1081676504489565,0.0,1.9144369255096136,4741.561796722093
0.8,1.0,0.1,5_95_IPR,kernel,_weather_scenarios_None_True_dual_coeff,MULTI_prediction,913.5118504339245,54.08440478286364,6.861001504822398,11.15881352750753,0.5930631868131868,32490.802055270167,0.0021181385971102,0.5221270682574961,0.537536650581108,0.1050688902677801,0.0,1.859592608474712,4735.577165000376
0.5,0.75,0.5,5_95_IPR,kernel,_weather_scenarios_None_False_None,MULTI_prediction,929.772960825978,49.85128690929579,7.035973474306649,11.33454471866017,0.6126373626373627,33233.33013986559,0.0020896057527599,0.5010712149989659,0.5096963291366359,0.1074700806634,0.0,1.9020907818146515,4723.345001402315
0.4,0.75,0.35,5_95_IPR,kernel,_weather_scenarios_None_False_None,MULTI_prediction,1011.9774399252236,51.92917281818852,7.084861076303999,11.518912570548284,0.6088598901098901,33446.20996928014,0.0021296257360399,0.5010464711555365,0.5116292570941975,0.1081584923375388,0.0,1.914274837985356,4720.799689516032
0.5,0.75,0.2,5_95_IPR,kernel,_weather_scenarios_None_False_None,MULTI_prediction,930.4921568397458,49.7002763950282,7.0339496585826655,11.279874216596957,0.6149839743589743,33197.4601690085,0.0020743994022679,0.4988095180876218,0.5068166694674204,0.1073540842030639,0.0,1.90003778439838,4719.604458428517
